100001,100000,I
100002,100000,O
100003,100000,X
100011,100010,I
100012,100010,O
100013,100010,X
100021,100020,I
100022,100020,O
100023,100020,X
100031,100030,I
100032,100030,O
100033,100030,X
100041,100040,I
100042,100040,O
100043,100040,X
