100100,100000
100101,100000
100102,100000
100103,100000
100104,100000
100105,100000
100106,100000
100107,100000
100108,100000
100109,100000
100110,100000
100120,100000
100121,100000
100122,100000
100123,100000
100124,100000
100140,100000
100141,100000
100142,100000
100143,100000
100144,100000
100145,100000
100146,100000
100147,100000
100150,100000
100151,100000
100152,100000
100160,100000
100161,100000
100162,100000
100163,100000
100164,100000
100165,100000
100166,100000
100100,100001
100101,100001
100102,100001
100103,100001
100105,100001
100106,100001
100107,100001
100108,100001
100110,100001
100120,100001
100121,100001
100122,100001
100123,100001
100124,100001
100140,100001
100141,100001
100142,100001
100143,100001
100144,100001
100145,100001
100146,100001
100147,100001
100150,100001
100151,100001
100152,100001
100160,100001
100161,100001
100162,100001
100163,100001
100164,100001
100165,100001
100166,100001
100100,100002
100101,100002
100102,100002
100103,100002
100105,100002
100106,100002
100107,100002
100108,100002
100110,100002
100120,100002
100121,100002
100122,100002
100123,100002
100124,100002
100140,100002
100141,100002
100142,100002
100143,100002
100144,100002
100145,100002
100146,100002
100147,100002
100150,100002
100151,100002
100152,100002
100160,100002
100161,100002
100162,100002
100163,100002
100164,100002
100165,100002
100166,100002
100170,100000
100171,100000
100172,100000
100173,100000
100174,100000
100175,100000
100176,100000
100177,100000
100178,100000
100170,100001
100171,100001
100172,100001
100173,100001
100174,100001
100175,100001
100176,100001
100177,100001
100178,100001
100170,100002
100171,100002
100172,100002
100173,100002
100174,100002
100175,100002
100176,100002
100177,100002
100178,100002
100180,100002
100180,100001
100180,100000
100181,100002
100181,100001
100181,100000
100182,100002
100182,100001
100182,100000
