100259,ST_DATA_WAP_POSTPAID_STRIP - EDR Bytes,ST_DATA_WAP_POSTPAID_STRIP - EDR Bytes, 7, 100000, 100000
100260,ST_DATA_WAP_PREPAID_STRIP - EDR Bytes,ST_DATA_WAP_PREPAID_STRIP - EDR Bytes, 7, 100000, 100000
100264,ST_DATA_GPRS_POSTPAID - EDR Count,ST_DATA_GPRS_POSTPAID - EDR Count, 7, 100000, 100000
100271,ST_DATA_GPRS - EDR Bytes,ST_DATA_GPRS - EDR Bytes, 7, 100000, 100000
100272,ST_DATA_GPRS_POSTPAID - EDR Bytes,ST_DATA_GPRS_POSTPAID - EDR Bytes, 7, 100000, 100000
100274,ST_DATA_WAP - EDR Bytes,ST_DATA_WAP - EDR Bytes, 7, 100000, 100000
100323,ST_CONTENT_POSTPAID - EDR Duration,ST_CONTENT_POSTPAID - EDR Duration, 7, 100000, 100000
100325,ST_DATA_GPRS_POSTPAID - EDR Duration,ST_DATA_GPRS_POSTPAID - EDR Duration, 7, 100000, 100000
100327,ST_DATA_WAP_POSTPAID - EDR Duration,ST_DATA_WAP_POSTPAID - EDR Duration, 7, 100000, 100000
100328,ST_MMS_POSTPAID_HOME_MO - EDR Duration,ST_MMS_POSTPAID_HOME_MO - EDR Duration, 7, 100000, 100000
100333,ST_SMS_HUTCHINSON - EDR Duration,ST_SMS_HUTCHINSON - EDR Duration, 7, 100000, 100000
100334,ST_SMS_JUSTMOBILE - EDR Duration,ST_SMS_JUSTMOBILE - EDR Duration, 7, 100000, 100000
100335,ST_SMS_METEOR - EDR Duration,ST_SMS_METEOR - EDR Duration, 7, 100000, 100000
100336,ST_SMS_O2 - EDR Duration,ST_SMS_O2 - EDR Duration, 7, 100000, 100000
100337,ST_SMS_OTHER_DEST - EDR Duration,ST_SMS_OTHER_DEST - EDR Duration, 7, 100000, 100000
100339,ST_SMS_POSTFONE - EDR Duration,ST_SMS_POSTFONE - EDR Duration, 7, 100000, 100000
100340,ST_SMS_PREMIUM - EDR Duration,ST_SMS_PREMIUM - EDR Duration, 7, 100000, 100000
100341,ST_SMS_TESCO - EDR Duration,ST_SMS_TESCO - EDR Duration, 7, 100000, 100000
100342,ST_SMS_VODAFONE - EDR Duration,ST_SMS_VODAFONE - EDR Duration, 7, 100000, 100000
100352,ST_CONTENT_POSTPAID - EDR Bytes,ST_CONTENT_POSTPAID - EDR Bytes, 7, 100000, 100000
