100116,100116,3,35127,100116, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_POSTPAID - EDR Value
100117,100117,3,35127,100117, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_POSTPAID_HOME - EDR Value
100118,100118,3,35127,100118, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_POSTPAID_HOME_CALL_FWD - EDR Value
100119,100119,3,35127,100119, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_POSTPAID_HOME_MO - EDR Value
100120,100120,3,35127,100120, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_PREPAID - EDR Value
100121,100121,3,35127,100121, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_PREPAID_HOME - EDR Value
100122,100122,3,35127,100122, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_PREPAID_HOME_CALL_FWD - EDR Value
100123,100123,3,35127,100123, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_VOICE_PREPAID_HOME_MO - EDR Value
100179,100179,13,35127,100179, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_POSTPAID - EDR Count
100181,100181,10,35127,100181, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_ALL - EDR Bytes
100182,100182,10,35127,100182, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_POSTPAID - EDR Bytes
100183,100183,10,35127,100183, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_UNIDENT - EDR Bytes
100199,100199,13,35127,100199, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_CONTENT_POSTPAID - EDR Count
100202,100202,3,35127,100202, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_CONTENT_POSTPAID - EDR Value
100206,100206,13,35127,100206, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_CONTENT_PREPAID - EDR Count
100210,100210,3,35127,100210, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_CONTENT_PREPAID - EDR Value
100212,100212,13,35127,100212, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_PREPAID - EDR Count
100213,100213,13,35127,100213, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_PREPAID - EDR Count
100215,100215,10,35127,100215, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_PREPAID - EDR Bytes
100216,100216,10,35127,100216, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_PREPAID - EDR Bytes
100222,100222,13,35127,100222, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_MMS_POSTPAID_HOME_MO - EDR Count
100223,100223,13,35127,100223, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_MMS_PREPAID_HOME_MO - EDR Count
100240,100240,13,35127,100240, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,MSOriginating - EDR Count
100241,100241,13,35127,100241, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,GSM_Comp21 - EDR Count
100242,100242,13,35127,100242, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,GSM_Comp1 - EDR Count
100243,100243,13,35127,100243, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,GSM_Comp13 - EDR Count
100244,100244,13,35127,100244, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,GSM_Comp7 - EDR Count
100245,100245,13,35127,100245, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,GSM_Comp9 - EDR Count
100246,100246,13,35127,100246, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,SMSMOC - EDR Count
100247,100247,13,35127,100247, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,SMSMTC - EDR Count
100248,100248,13,35127,100248, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,Transit - EDR Count
100251,100251,13,35127,100251, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_POSTPAID_STRIP - EDR Count
100252,100252,13,35127,100252, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_PREPAID_STRIP - EDR Count
100253,100253,13,35127,100253, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_POSTPAID_STRIP - EDR Count
100254,100254,13,35127,100254, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_PREPAID_STRIP - EDR Count
100257,100257,10,35127,100257, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_POSTPAID_STRIP - EDR Bytes
100258,100258,10,35127,100258, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_PREPAID_STRIP - EDR Bytes
100259,100259,10,35127,100259, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_POSTPAID_STRIP - EDR Bytes
100260,100260,10,35127,100260, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_PREPAID_STRIP - EDR Bytes
100264,100264,13,35127,100264, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_POSTPAID - EDR Count
100271,100271,10,35127,100271, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS - EDR Bytes
100272,100272,10,35127,100272, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_POSTPAID - EDR Bytes
100274,100274,10,35127,100274, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP - EDR Bytes
100323,100323,4,35127,100323, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_CONTENT_POSTPAID - EDR Duration
100325,100325,4,35127,100325, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_GPRS_POSTPAID - EDR Duration
100327,100327,4,35127,100327, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_DATA_WAP_POSTPAID - EDR Duration
100328,100328,4,35127,100328, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_MMS_POSTPAID_HOME_MO - EDR Duration
100333,100333,4,35127,100333, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_SMS_HUTCHINSON - EDR Duration
100334,100334,4,35127,100334, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_SMS_JUSTMOBILE - EDR Duration
100335,100335,4,35127,100335, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_SMS_METEOR - EDR Duration
100336,100336,4,35127,100336, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_SMS_O2 - EDR Duration
100337,100337,4,35127,100337, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_SMS_OTHER_DEST - EDR Duration
100339,100339,4,35127,100339, 1,-syncOnMerge no -function sum -debug no -switch_to_raw no -threads 1 -distinct_filenames no,ST_SMS_POSTFONE - EDR Duration
