100100,100000,100002,,,,100000,Y,Y
100100,100006,100002,,,,100000,Y,Y
100100,100102,100002,,,,100000,Y,Y
100100,100110,100002,,,,100000,Y,Y
100100,100417,100002,,,,100000,Y,Y
100100,100418,100002,,,,100000,Y,Y
100100,100419,100002,,,,100000,Y,Y
100100,100422,100002,,,,100000,Y,Y
100100,100423,100002,,,,100000,Y,Y
100100,100424,100002,,,,100000,Y,Y
100101,100000,100002,,,,100000,Y,Y
100101,100006,100002,,,,100000,Y,Y
100101,100223,100002,,,,100000,Y,Y
100102,100000,100002,,,,100000,Y,Y
100102,100001,100002,,,,100000,Y,Y
100102,100002,100002,,,,100000,Y,Y
100102,100003,100002,,,,100000,Y,Y
100102,100006,100002,,,,100000,Y,Y
100102,100011,100002,,,,100000,Y,Y
100102,100017,100002,,,,100000,Y,Y
100102,100027,100002,,,,100000,Y,Y
100102,100029,100002,,,,100000,Y,Y
100102,100030,100002,,,,100000,Y,Y
100102,100031,100002,,,,100000,Y,Y
100102,100032,100002,,,,100000,Y,Y
100102,100034,100002,,,,100000,Y,Y
100102,100035,100002,,,,100000,Y,Y
100102,100036,100002,,,,100000,Y,Y
100102,100037,100002,,,,100000,Y,Y
100102,100038,100002,,,,100000,Y,Y
100102,100039,100002,,,,100000,Y,Y
100102,100065,100002,,,,100000,Y,Y
100102,100070,100002,,,,100000,Y,Y
100102,100071,100002,,,,100000,Y,Y
100102,100072,100002,,,,100000,Y,Y
100102,100073,100002,,,,100000,Y,Y
100102,100074,100002,,,,100000,Y,Y
100102,100075,100002,,,,100000,Y,Y
100102,100076,100002,,,,100000,Y,Y
100102,100077,100002,,,,100000,Y,Y
100102,100078,100002,,,,100000,Y,Y
100102,100079,100002,,,,100000,Y,Y
100102,100081,100002,,,,100000,Y,Y
100102,100082,100002,,,,100000,Y,Y
100102,100083,100002,,,,100000,Y,Y
100102,100084,100002,,,,100000,Y,Y
100102,100087,100002,,,,100000,Y,Y
100102,100092,100002,,,,100000,Y,Y
100102,100093,100002,,,,100000,Y,Y
100102,100094,100002,,,,100000,Y,Y
100102,100095,100002,,,,100000,Y,Y
100102,100096,100002,,,,100000,Y,Y
100102,100097,100002,,,,100000,Y,Y
100102,100098,100002,,,,100000,Y,Y
100102,100099,100002,,,,100000,Y,Y
100102,100100,100002,,,,100000,Y,Y
100102,100101,100002,,,,100000,Y,Y
100102,100102,100002,,,,100000,Y,Y
100102,100103,100002,,,,100000,Y,Y
100102,100104,100002,,,,100000,Y,Y
100102,100105,100002,,,,100000,Y,Y
100102,100106,100002,,,,100000,Y,Y
100102,100107,100002,,,,100000,Y,Y
100102,100108,100002,,,,100000,Y,Y
100102,100109,100002,,,,100000,Y,Y
100102,100110,100002,,,,100000,Y,Y
100102,100111,100002,,,,100000,Y,Y
100102,100112,100002,,,,100000,Y,Y
100102,100113,100002,,,,100000,Y,Y
100102,100114,100002,,,,100000,Y,Y
100102,100115,100002,,,,100000,Y,Y
100102,100116,100002,,,,100000,Y,Y
100102,100117,100002,,,,100000,Y,Y
100102,100118,100002,,,,100000,Y,Y
100102,100119,100002,,,,100000,Y,Y
100102,100120,100002,,,,100000,Y,Y
100102,100121,100002,,,,100000,Y,Y
100102,100122,100002,,,,100000,Y,Y
100102,100123,100002,,,,100000,Y,Y
100103,100000,100002,,,,100000,Y,Y
100103,100006,100002,,,,100000,Y,Y
100103,100102,100002,,,,100000,Y,Y
100103,100110,100002,,,,100000,Y,Y
100103,100199,100002,,,,100000,Y,Y
100103,100202,100002,,,,100000,Y,Y
100103,100206,100002,,,,100000,Y,Y
100103,100210,100002,,,,100000,Y,Y
100105,100000,100002,,,,100000,Y,Y
100105,100006,100002,,,,100000,Y,Y
100105,100017,100002,,,,100000,Y,Y
100105,100025,100002,,,,100000,Y,Y
100105,100027,100002,,,,100000,Y,Y
100105,100029,100002,,,,100000,Y,Y
100105,100030,100002,,,,100000,Y,Y
100105,100031,100002,,,,100000,Y,Y
100105,100032,100002,,,,100000,Y,Y
100105,100033,100002,,,,100000,Y,Y
100105,100034,100002,,,,100000,Y,Y
100105,100035,100002,,,,100000,Y,Y
100105,100036,100002,,,,100000,Y,Y
100105,100037,100002,,,,100000,Y,Y
100105,100038,100002,,,,100000,Y,Y
100105,100039,100002,,,,100000,Y,Y
100106,100000,100002,,,,100000,Y,Y
100106,100001,100002,,,,100000,Y,Y
100106,100002,100002,,,,100000,Y,Y
100106,100003,100002,,,,100000,Y,Y
100106,100004,100002,,,,100000,Y,Y
100106,100005,100002,,,,100000,Y,Y
100106,100006,100002,,,,100000,Y,Y
100106,100011,100002,,,,100000,Y,Y
100107,100000,100002,,,,100000,Y,Y
100107,100006,100002,,,,100000,Y,Y
100107,100025,100002,,,,100000,Y,Y
100107,100042,100002,,,,100000,Y,Y
100107,100179,100002,,,,100000,Y,Y
100107,100181,100002,,,,100000,Y,Y
100107,100182,100002,,,,100000,Y,Y
100107,100183,100002,,,,100000,Y,Y
100107,100212,100002,,,,100000,Y,Y
100107,100213,100002,,,,100000,Y,Y
100107,100215,100002,,,,100000,Y,Y
100107,100216,100002,,,,100000,Y,Y
100107,100264,100002,,,,100000,Y,Y
100107,100271,100002,,,,100000,Y,Y
100107,100272,100002,,,,100000,Y,Y
100107,100274,100002,,,,100000,Y,Y
100108,100000,100002,,,,100000,Y,Y
100108,100006,100002,,,,100000,Y,Y
100108,100222,100002,,,,100000,Y,Y
100108,100223,100002,,,,100000,Y,Y
100110,100000,100002,,,,100000,Y,Y
100110,100004,100002,,,,100000,Y,Y
100110,100006,100002,,,,100000,Y,Y
100110,100025,100002,,,,100000,Y,Y
100110,100029,100002,,,,100000,Y,Y
100110,100032,100002,,,,100000,Y,Y
100110,100033,100002,,,,100000,Y,Y
100110,100036,100002,,,,100000,Y,Y
100110,100037,100002,,,,100000,Y,Y
100110,100042,100002,,,,100000,Y,Y
100110,100044,100002,,,,100000,Y,Y
100110,100047,100002,,,,100000,Y,Y
100110,100048,100002,,,,100000,Y,Y
100110,100051,100002,,,,100000,Y,Y
100110,100052,100002,,,,100000,Y,Y
100110,100053,100002,,,,100000,Y,Y
100110,100056,100002,,,,100000,Y,Y
100110,100057,100002,,,,100000,Y,Y
100120,100000,100002,,,,100000,Y,Y
100120,100001,100002,,,,100000,Y,Y
100120,100002,100002,,,,100000,Y,Y
100120,100003,100002,,,,100000,Y,Y
100120,100004,100002,,,,100000,Y,Y
100120,100005,100002,,,,100000,Y,Y
100120,100006,100002,,,,100000,Y,Y
100120,100011,100002,,,,100000,Y,Y
100120,100012,100002,,,,100000,Y,Y
100120,100013,100002,,,,100000,Y,Y
100120,100014,100002,,,,100000,Y,Y
100120,100015,100002,,,,100000,Y,Y
100120,100016,100002,,,,100000,Y,Y
100120,100019,100002,,,,100000,Y,Y
100120,100021,100002,,,,100000,Y,Y
100120,100022,100002,,,,100000,Y,Y
100120,100025,100002,,,,100000,Y,Y
100120,100029,100002,,,,100000,Y,Y
100120,100032,100002,,,,100000,Y,Y
100120,100033,100002,,,,100000,Y,Y
100120,100036,100002,,,,100000,Y,Y
100120,100037,100002,,,,100000,Y,Y
100120,100042,100002,,,,100000,Y,Y
100120,100047,100002,,,,100000,Y,Y
100120,100048,100002,,,,100000,Y,Y
100120,100051,100002,,,,100000,Y,Y
100120,100052,100002,,,,100000,Y,Y
100120,100056,100002,,,,100000,Y,Y
100120,100057,100002,,,,100000,Y,Y
100120,100072,100002,,,,100000,Y,Y
100120,100073,100002,,,,100000,Y,Y
100120,100074,100002,,,,100000,Y,Y
100120,100075,100002,,,,100000,Y,Y
100120,100081,100002,,,,100000,Y,Y
100120,100082,100002,,,,100000,Y,Y
100120,100083,100002,,,,100000,Y,Y
100120,100084,100002,,,,100000,Y,Y
100120,100094,100002,,,,100000,Y,Y
100120,100095,100002,,,,100000,Y,Y
100120,100096,100002,,,,100000,Y,Y
100120,100097,100002,,,,100000,Y,Y
100120,100102,100002,,,,100000,Y,Y
100120,100103,100002,,,,100000,Y,Y
100120,100104,100002,,,,100000,Y,Y
100120,100105,100002,,,,100000,Y,Y
100120,100106,100002,,,,100000,Y,Y
100120,100110,100002,,,,100000,Y,Y
100120,100111,100002,,,,100000,Y,Y
100120,100116,100002,,,,100000,Y,Y
100120,100117,100002,,,,100000,Y,Y
100120,100118,100002,,,,100000,Y,Y
100120,100119,100002,,,,100000,Y,Y
100120,100179,100002,,,,100000,Y,Y
100120,100181,100002,,,,100000,Y,Y
100120,100182,100002,,,,100000,Y,Y
100120,100183,100002,,,,100000,Y,Y
100120,100199,100002,,,,100000,Y,Y
100120,100202,100002,,,,100000,Y,Y
100120,100222,100002,,,,100000,Y,Y
100120,100264,100002,,,,100000,Y,Y
100120,100271,100002,,,,100000,Y,Y
100120,100272,100002,,,,100000,Y,Y
100120,100274,100002,,,,100000,Y,Y
100120,100323,100002,,,,100000,Y,Y
100120,100325,100002,,,,100000,Y,Y
100120,100327,100002,,,,100000,Y,Y
100120,100328,100002,,,,100000,Y,Y
100120,100333,100002,,,,100000,Y,Y
100120,100334,100002,,,,100000,Y,Y
100120,100335,100002,,,,100000,Y,Y
100120,100336,100002,,,,100000,Y,Y
100120,100337,100002,,,,100000,Y,Y
100120,100339,100002,,,,100000,Y,Y
100120,100340,100002,,,,100000,Y,Y
100120,100341,100002,,,,100000,Y,Y
100120,100342,100002,,,,100000,Y,Y
100120,100352,100002,,,,100000,Y,Y
100120,100357,100002,,,,100000,Y,Y
100120,100358,100002,,,,100000,Y,Y
100120,100359,100002,,,,100000,Y,Y
100120,100360,100002,,,,100000,Y,Y
100120,100361,100002,,,,100000,Y,Y
100120,100362,100002,,,,100000,Y,Y
100120,100363,100002,,,,100000,Y,Y
100120,100364,100002,,,,100000,Y,Y
100120,100365,100002,,,,100000,Y,Y
100120,100366,100002,,,,100000,Y,Y
100120,100367,100002,,,,100000,Y,Y
100120,100368,100002,,,,100000,Y,Y
100120,100369,100002,,,,100000,Y,Y
100120,100370,100002,,,,100000,Y,Y
100120,100371,100002,,,,100000,Y,Y
100120,100373,100002,,,,100000,Y,Y
100120,100374,100002,,,,100000,Y,Y
100120,100375,100002,,,,100000,Y,Y
100120,100376,100002,,,,100000,Y,Y
100120,100377,100002,,,,100000,Y,Y
100120,100378,100002,,,,100000,Y,Y
100120,100379,100002,,,,100000,Y,Y
100120,100382,100002,,,,100000,Y,Y
100120,100383,100002,,,,100000,Y,Y
100120,100384,100002,,,,100000,Y,Y
100120,100385,100002,,,,100000,Y,Y
100120,100386,100002,,,,100000,Y,Y
100120,100391,100002,,,,100000,Y,Y
100120,100392,100002,,,,100000,Y,Y
100120,100393,100002,,,,100000,Y,Y
100120,100394,100002,,,,100000,Y,Y
100120,100395,100002,,,,100000,Y,Y
