100104,100504,100108,1
100104,100504,100162,-1
100105,100503,100162,-1
100105,100503,100108,1
100106,100507,100163,-1
100106,100507,100160,1
100107,100509,100163,-1
100107,100509,100161,1
100108,100510,100161,1
100108,100510,100163,-1
100109,100504,100162,1
100109,100504,100163,-1
100110,100503,100163,-1
100110,100503,100162,1
100111,100529,100161,1
100111,100529,100102,-1
100112,100520,100161,1
100112,100520,100102,-1
100113,100506,100108,-1
100113,100506,100162,1
100114,100505,100162,1
100114,100505,100108,-1
100115,100527,100161,-1
100115,100527,100163,1
100116,100529,100161,-1
100116,100529,100163,1
100117,100520,100161,-1
100117,100520,100163,1
100118,100506,100163,1
100118,100506,100162,-1
100119,100505,100163,1
100119,100505,100162,-1
100120,100048,100102,1
100120,100048,100166,-1
100121,100048,100166,1
100121,100048,100120,-1
100122,100047,100164,1
100122,100047,100120,-1
100123,100057,100166,1
100123,100057,100120,-1
100124,100056,100164,1
100124,100056,100120,-1
100125,100531,100165,1
100125,100531,100146,-1
100126,100532,100165,1
100126,100532,100101,-1
100128,100534,100150,1
100128,100534,100107,-1
100129,100535,100150,1
100129,100535,100107,-1
100130,100048,100166,-1
100130,100048,100102,1
100131,100048,100120,-1
100131,100048,100166,1
100132,100047,100120,-1
100132,100047,100164,1
100133,100057,100120,-1
100133,100057,100166,1
100134,100056,100120,-1
100134,100056,100164,1
100135,100222,100108,-1
100135,100222,100146,1
100135,100578,100165,1
100136,100223,100108,-1
100136,100223,100101,1
100136,100581,100165,1
100137,100222,100108,-1
100137,100223,100108,-1
100137,100223,100101,1
100137,100581,100165,1
100137,100578,100165,1
100137,100222,100146,1
100138,100534,100107,-1
100138,100534,100150,1
100139,100535,100107,-1
100139,100535,100150,1
100150,102114,100105,-1
100150,102114,100102,1
100151,102114,100105,-1
100151,102114,100102,1
100152,102003,100152,1
100152,102003,100105,-1
100153,102003,100152,1
100153,102003,100105,-1
100154,102001,100105,-1
100154,102001,100152,1
100155,102001,100152,1
100155,102001,100105,-1
100156,100029,100173,1
100156,100029,100175,-1
100157,100029,100173,1
100157,100029,100175,-1
100158,100111,100173,1
100158,100111,100175,-1
100159,100111,100173,1
100159,100111,100175,-1
100160,100029,100170,1
100160,102136,100177,-1
100160,100029,100173,-1
100161,100029,100171,1
100161,100029,100173,-1
100161,102136,100177,-1
100162,100029,100172,1
100162,100029,100173,-1
100162,102136,100177,-1
100163,102136,100177,-1
100163,100029,100173,-1
100163,100029,100176,1
100164,102136,100177,-1
100164,100029,100173,-1
100164,100029,100170,1
100165,102136,100177,-1
100165,100029,100173,-1
100165,100029,100171,1
100166,102136,100177,-1
100166,100029,100172,1
100166,100029,100173,-1
100167,100029,100173,-1
100167,100029,100176,1
100167,102136,100177,-1
100168,102136,100177,-1
100168,100029,100175,-1
100168,100029,100170,1
100169,102136,100177,-1
100169,100029,100171,1
100169,100029,100175,-1
100170,100029,100172,1
100170,100029,100175,-1
100170,102136,100177,-1
100171,100029,100176,1
100171,102136,100177,-1
100171,100029,100175,-1
100172,102136,100177,-1
100172,100029,100170,1
100172,100029,100175,-1
100173,100029,100171,1
100173,102136,100177,-1
100173,100029,100175,-1
100174,100029,100172,1
100174,102136,100177,-1
100174,100029,100175,-1
100175,100029,100176,1
100175,100029,100175,-1
100175,102136,100177,-1
100150,102116,100105,-1
100150,102116,100102,1
100151,102116,100105,-1
100151,102116,100102,1
100182,100102,100180,1
100182,100102,100181,-1
100183,100181,100180,1
100183,100181,100181,-1
100184,100000,100180,1
100184,100000,100181,-1
100185,100182,100181,1
100185,100182,100144,-1
100186,100272,100181,1
100186,100272,100141,-1
100187,100102,100180,1
100187,100102,100181,-1
100188,100272,100141,1
100188,100272,100182,-1
100189,100182,100144,1
100189,100182,100182,-1
100190,100181,100181,1
100190,102533,100144,-1
100191,100181,100181,1
100191,102533,100141,-1
100192,100181,100180,1
100192,100181,100181,-1
100193,100000,100180,1
100193,100000,100181,-1
100033,100272,100181,1
100034,100182,100181,1
100060,100442,100181,1
100061,100446,100181,1
100062,100450,100181,1
100069,100271,100181,-1
100070,100274,100181,-1
100128,100534,100181,-1
100129,100535,100181,-1
100138,100534,100181,-1
100139,100535,100181,-1
