100000,100079,100102,1
100000,100079,100145,-1
100001,100123,100102,1
100001,100123,100145,-1
100002,100101,100102,1
100002,100101,100145,-1
100003,100078,100102,1
100003,100078,100145,-1
100004,100122,100102,1
100004,100122,100145,-1
100005,100100,100102,1
100005,100100,100145,-1
100012,100075,100102,1
100012,100075,100142,-1
100013,100097,100102,1
100013,100097,100142,-1
100016,100075,100120,-1
100016,100075,100142,1
100017,100097,100120,-1
100017,100097,100142,1
100018,100074,100120,-1
100018,100074,100142,1
100019,100096,100120,-1
100019,100096,100142,1
100020,100065,100102,1
100020,100065,100145,-1
100022,100003,100102,1
100022,100003,100145,-1
100024,100001,100106,1
100024,100001,100124,-1
100024,100001,100143,-1
100025,100003,100120,-1
100025,100003,100143,1
100026,100223,100101,-1
100026,100223,100108,1
100027,100222,100108,1
100027,100222,100146,-1
100028,100222,100120,-1
100028,100222,100146,1
100029,100215,100107,1
100029,100215,100147,-1
100030,100216,100107,1
100030,100216,100147,-1
100033,100272,100107,1
100033,100272,100141,-1
100034,100182,100107,1
100034,100182,100144,-1
100035,100272,100120,-1
100035,100272,100141,1
100036,100182,100120,-1
100036,100182,100144,1
100037,100047,100110,1
100037,100047,100120,-1
100038,100056,100110,1
100038,100056,100120,-1
100040,100048,100110,1
100040,100048,100120,-1
100041,100057,100110,1
100041,100057,100120,-1
100043,100004,100110,1
100043,100004,100120,-1
100046,100044,100110,1
100046,100044,100120,-1
100048,100030,100102,1
100048,100030,100105,-1
100049,100031,100102,1
100049,100031,100105,-1
100050,100199,100103,1
100050,100199,100122,-1
100051,100202,100103,1
100051,100202,100122,-1
100052,100199,100120,-1
100052,100199,100122,1
100053,100202,100120,-1
100053,100202,100122,1
100054,100428,100102,1
100054,100428,100142,-1
100055,100432,100102,1
100055,100432,100142,-1
100056,100428,100120,-1
100056,100428,100142,1
100057,100432,100120,-1
100057,100432,100142,1
100058,100427,100120,-1
100058,100427,100142,1
100059,100431,100120,-1
100059,100431,100142,1
100060,100442,100152,-1
100060,100442,100107,1
100061,100446,100152,-1
100061,100446,100107,1
100062,100450,100151,-1
100062,100450,100107,1
100069,100271,100150,1
100069,100271,100107,-1
100070,100274,100150,1
100070,100274,100107,-1
100100,100507,100106,1
100100,100507,100160,-1
100101,100527,100102,1
100101,100527,100161,-1
100102,100509,100161,-1
100102,100509,100102,1
100103,100510,100161,-1
100103,100510,100102,1
