100000,100000,100000,1,-time_from 00:00:00 -time_to 23:59:59 -group sourceAndEdrType,"Metric Config Node Matching Grouped by Source, EDR and Hour"
100001,100001,100001,1,-time_from 00:00:00 -time_to 23:59:59 -group sourceAndEdrType,"Metric Config Node Matching Grouped by Source, EDR and Day"
100002,100002,36080,1,-time_from 00:00:00 -time_to 23:59:59,"Metric Config Node Matching Grouped by Day - File Metrics"
