100053,100053,,,100000,,ER ICCS vs ICCS Unbilled (value) - ST_CONTENT_POSTPAID - EDR Value,,20110101000000,20210101000000,A
100054,100054,,,100000,,MSS vs GSM (count) - ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Count,,20130101000000,20210101000000,A
100055,100055,,,100000,,MSS vs GSM (duration) - ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Duration,,20130101000000,20210101000000,A
100056,100056,,,100000,,GSM vs ICCS Unbilled (count) - ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Count,,20130101000000,20210101000000,A
100057,100057,,,100000,,GSM vs ICCS Unbilled (duration) - ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Duration,,20130101000000,20210101000000,A
100058,100058,,,100000,,GSM vs ICCS Unbilled (count) - ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Count,,20130101000000,20210101000000,A
100059,100059,,,100000,,GSM vs ICCS Unbilled (duration) - ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Duration,,20130101000000,20210101000000,A
100060,100060,,,,,PGW vs SGSN (bytes) - ST_DATA_2G - EDR Bytes,,20130701000000,20210101000000,A
100061,100061,,,,,PGW vs SGSN (bytes) - ST_DATA_3G - EDR Bytes,,20130701000000,20210101000000,A
100062,100062,,,,,PGW vs SGW (bytes) - ST_DATA_4G - EDR Bytes,,20130701000000,20210101000000,A
100063,100063,,,,,PGW vs SGW (bytes) - ST_DATA_WAP - EDR Bytes,,20130701000000,20210101000000,A
100064,100064,,,,,PGW vs SGSN (bytes) - ST_DATA_WAP - EDR Bytes,,20130701000000,20210101000000,A
100065,100065,,,,,SGSN vs SGW (bytes) - ST_DATA_WAP - EDR Bytes,,20130701000000,20210101000000,A
100066,100066,,,,,PGW vs SGW (bytes) - ST_DATA_GPRS - EDR Bytes,,20130701000000,20210101000000,A
100067,100067,,,,,PGW vs SGSN (bytes) - ST_DATA_GPRS - EDR Bytes,,20130701000000,20210101000000,A
100068,100068,,,,,SGSN vs SGW (bytes) - ST_DATA_GPRS - EDR Bytes,,20130701000000,20210101000000,A
100069,100069,,,,,PGW vs EMM Data (bytes) - ST_DATA_GPRS - EDR Bytes,,20130701000000,20210101000000,A
100070,100070,,,,,PGW vs EMM Data (bytes) - ST_DATA_WAP - EDR Bytes,,20130701000000,20210101000000,A
100071,100071,,,,,PGW vs EMM Data (bytes) - ST_DATA_2G - EDR Bytes,,20130701000000,20210101000000,A
100072,100072,,,,,PGW vs EMM Data (bytes) - ST_DATA_3G - EDR Bytes,,20130701000000,20210101000000,A
100073,100073,,,,,PGW vs EMM Data (bytes) - ST_DATA_4G - EDR Bytes,,20130701000000,20210101000000,A
