100096,UMIDENTIFIER,109603,
100096,USAGETYPE,109604,
100100,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100100,CURRENTDIR,110000,"concat(concat(:currentDir,'/'),:edrFileName)"
100100,EDRFILENAME,110001,
100100,NEID,110002,
100100,UMIDENTIFIER,110003,
100100,USAGETYPE,110004,
100100,TIMESLOT,110005,"to_date(:timeslot,'YYYYMMDDHH24')"
100100,SERVICETYPE,110006,
100100,EVENTCOUNT,110007,
100100,SUMDURATION,110008,
100100,SUMBYTES,110009,
100100,SUMVALUE,110010,
100101,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100101,CURRENTDIR,110100,"concat(concat(:currentDir,'/'),:edrFileName)"
100101,EDRFILENAME,110101,
100101,NEID,110102,
100101,UMIDENTIFIER,110103,
100101,USAGETYPE,110104,
100101,TIMESLOT,110105,"to_date(:timeslot,'YYYYMMDDHH24')"
100101,SERVICETYPE,110106,
100101,EVENTCOUNT,110107,
100101,SUMDURATION,110108,
100101,SUMBYTES,110109,
100101,SUMVALUE,110110,
100102,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100102,CURRENTDIR,110200,"concat(concat(:currentDir,'/'),:edrFileName)"
100102,EDRFILENAME,110201,
100102,NEID,110202,
100102,UMIDENTIFIER,110203,
100102,USAGETYPE,110204,
100102,TIMESLOT,110205,"to_date(:timeslot,'YYYYMMDDHH24')"
100102,SERVICETYPE,110206,
100102,EVENTCOUNT,110207,
100102,SUMDURATION,110208,
100102,SUMBYTES,110209,
100102,SUMVALUE,110210,
100103,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100103,CURRENTDIR,110300,"concat(concat(:currentDir,'/'),:edrFileName)"
100103,EDRFILENAME,110301,
100103,NEID,110302,
100103,UMIDENTIFIER,110303,
100103,USAGETYPE,110304,
100103,TIMESLOT,110305,"to_date(:timeslot,'YYYYMMDDHH24')"
100103,SERVICETYPE,110306,
100103,EVENTCOUNT,110307,
100103,SUMDURATION,110308,
100103,SUMBYTES,110309,
100103,SUMVALUE,110310,
100104,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100104,CURRENTDIR,110400,"concat(concat(:currentDir,'/'),:edrFileName)"
100104,EDRFILENAME,110401,
100104,NEID,110402,
100104,UMIDENTIFIER,110403,
100104,USAGETYPE,110404,
100104,TIMESLOT,110405,"to_date(:timeslot,'YYYYMMDDHH24')"
100104,SERVICETYPE,110406,
100104,EVENTCOUNT,110407,
100104,SUMDURATION,110408,
100104,SUMBYTES,110409,
100104,SUMVALUE,110410,
100105,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100105,CURRENTDIR,110500,"concat(concat(:currentDir,'/'),:edrFileName)"
100105,EDRFILENAME,110501,
100105,NEID,110502,
100105,UMIDENTIFIER,110503,
100105,USAGETYPE,110504,
100105,TIMESLOT,110505,"to_date(:timeslot,'YYYYMMDDHH24')"
100105,SERVICETYPE,110506,
100105,EVENTCOUNT,110507,
100105,SUMDURATION,110508,
100105,SUMBYTES,110509,
100105,SUMVALUE,110510,
100106,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
100106,CURRENTDIR,110600,"concat(concat(:currentDir,'/'),:edrFileName)"
100106,EDRFILENAME,110601,
100106,NEID,110602,
100106,UMIDENTIFIER,110603,
100106,USAGETYPE,110604,
100106,TIMESLOT,110605,"to_date(:timeslot,'YYYYMMDDHH24')"
100106,SERVICETYPE,110606,
100106,EVENTCOUNT,110607,
100106,SUMDURATION,110608,
100106,SUMBYTES,110609,
100106,SUMVALUE,110610,
100108,PROCESSDATE,,get_process_date_from_filename('[FILENAME]')
