109405,100094,5001,POST,30,il_success_dir gdl/accepted/ds21 il_reject_dir gdl/rejected/ds21,
109406,100094,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
109501,100095,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds47 -scn sql -et U,
109502,100095,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
109503,100095,5017,INIT,10,,
109504,100095,5007,POST,20,,
109505,100095,5001,POST,30,il_success_dir gdl/accepted/ds47 il_reject_dir gdl/rejected/ds47,
109506,100095,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
109601,100096,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds78 -scn sql -et U,
109602,100096,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
109603,100096,5017,INIT,10,,
109604,100096,5007,POST,20,,
109605,100096,5001,POST,30,il_success_dir gdl/accepted/ds78 il_reject_dir gdl/rejected/ds78,
109606,100096,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
110001,100100,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds90 -scn sql -et U
110002,100100,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110003,100100,5017,INIT,10,
110004,100100,5007,POST,20,
110005,100100,5001,POST,30,il_success_dir gdl/accepted/ds90 il_reject_dir gdl/rejected/ds90
110006,100100,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110101,100101,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds91 -scn sql -et U
110102,100101,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110103,100101,5017,INIT,10,
110104,100101,5007,POST,20,
110105,100101,5001,POST,30,il_success_dir gdl/accepted/ds91 il_reject_dir gdl/rejected/ds91
110106,100101,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110201,100102,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds92 -scn sql -et U
110202,100102,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110203,100102,5017,INIT,10,
110204,100102,5007,POST,20,
110205,100102,5001,POST,30,il_success_dir gdl/accepted/ds92 il_reject_dir gdl/rejected/ds92
110206,100102,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110301,100103,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds93 -scn sql -et U
110302,100103,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110303,100103,5017,INIT,10,
110304,100103,5007,POST,20,
110305,100103,5001,POST,30,il_success_dir gdl/accepted/ds93 il_reject_dir gdl/rejected/ds93
110306,100103,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U
110401,100104,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds94 -scn sql -et U
110402,100104,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false
110403,100104,5017,INIT,10,
110404,100104,5007,POST,20,
