100000,Metric Chart,,/vfi-um/vfi-um/chartMetricSwfDisplay.do?rebuildFilters=true,Y,35000
100100,User Guide,,/pdf/um/userguide.pdf,Y,35000
100200,Administration Guide,,/pdf/um/adminguide.pdf,Y,35000
