102301,100301,,5000
102302,100302,,5000
102303,100303,,5000
102304,100304,,5000
102305,100305,,5000
102306,100306,,5000
102307,100307,,5000
102308,100308,,5000
100300,102000,100300,
100301,102000,100301,
100302,102000,100302,
100303,102000,100303,
100304,102000,100304,
100305,102000,100305,
100306,102000,100306,
100307,102000,100307,
100308,102000,100308,
104530,100570,,35105
104531,100570,,100400
100770,100570,101570,
104532,100571,,35105
104533,100571,,100400
100771,100571,101571,
104534,100572,,35105
104535,100572,,100400
100772,100572,101572,
104536,100573,,35105
104537,100573,,100400
100773,100573,101573,
104538,100574,,35105
104539,100574,,100400
100774,100574,101574,
104540,100575,,35105
104541,100575,,100400
100775,100575,101575,
104542,100576,,35105
104543,100576,,100400
100776,100576,101576,
104544,100577,,35105
104545,100577,,100400
100777,100577,101577,
104546,100578,,35105
104547,100578,,100400
100778,100578,101578,
100570,104000,100570,
100571,104000,100571,
100572,104000,100572,
100573,104000,100573,
100574,104000,100574,
100575,104000,100575,
100576,104000,100576,
100577,104000,100577,
100578,104000,100578,
109100,101570,,100401
109101,101570,,100402
109102,101570,,100403
109103,101571,,100401
109104,101571,,100402
109105,101571,,100403
109106,101572,,100401
109107,101572,,100402
109108,101572,,100403
109109,101573,,100401
109110,101573,,100402
109111,101573,,100403
109112,101574,,100401
109113,101574,,100402
109114,101574,,100403
109115,101575,,100401
109116,101575,,100402
109117,101575,,100403
109118,101576,,100401
109119,101576,,100402
109120,101576,,100403
109121,101577,,100401
109122,101577,,100402
109123,101577,,100403
109124,101578,,100401
109125,101578,,100402
109126,101578,,100403
105340,105230,,35501
105341,105231,,35501
105342,105232,,35501
105343,105233,,35501
105344,105234,,35501
105345,105235,,35501
105346,105236,,35501
105347,105237,,35501
105348,105238,,35501
105349,105239,,35501
105350,105240,,35501
105351,105241,,35501
105352,105242,,35501
105353,105243,,35501
105354,105244,,35501
105355,105245,,35501
105356,105246,,35501
105357,105247,,35501
105358,105248,,35501
105359,105249,,35501
105360,105250,,35501
105361,105251,,35501
105362,105252,,35501
105363,105253,,35501
105364,105254,,35501
105365,105255,,35501
105429,105000,105230,
105430,105000,105231,
105431,105000,105232,
105432,105000,105233,
105433,105000,105234,
105434,105000,105235,
105435,105000,105236,
105436,105000,105237,
105437,105000,105238,
105438,105000,105239,
105439,105000,105240,
105440,105000,105241,
105441,105000,105242,
105442,105000,105243,
105443,105000,105244,
105444,105000,105245,
105445,105000,105246,
105446,105000,105247,
105447,105000,105248,
105448,105000,105249,
105449,105000,105250,
105450,105000,105251,
105451,105000,105252,
105452,105000,105253,
105453,105000,105254,
105454,105000,105255,
100710,100510,,100400
100711,100511,,100400
100712,100512,,100400
100713,100513,,100400
100715,100515,,100400
100716,100516,,100400
100717,100517,,100400
100718,100518,,100400
100720,100520,,100400
100730,100530,,100400
100731,100531,,100400
100732,100532,,100400
100733,100533,,100400
100734,100534,,100400
100750,100550,,100400
100751,100551,,100400
100752,100552,,100400
100753,100553,,100400
100754,100554,,100400
100755,100555,,100400
100756,100556,,100400
100757,100557,,100400
100758,100558,,100400
100759,100559,,100400
100760,100560,,100400
100761,100561,,100400
100762,100562,,100400
100763,100563,,100400
100764,100564,,100400
100765,100565,,100400
100766,100566,,100400
100767,100567,,100400
109001,101510,,100401
109002,101510,,100402
109003,101510,,100403
109004,101511,,100401
109005,101511,,100402
109006,101511,,100403
109007,101512,,100401
109008,101512,,100402
109009,101512,,100403
109010,101513,,100401
109011,101513,,100402
109012,101513,,100403
109013,101515,,100401
109014,101515,,100402
109015,101515,,100403
109016,101516,,100401
109017,101516,,100402
109018,101516,,100403
109019,101517,,100401
109020,101517,,100402
109021,101517,,100403
109022,101518,,100401
109023,101518,,100402
109024,101518,,100403
109025,101520,,100401
109026,101520,,100402
109027,101520,,100403
109028,101530,,100401
109029,101530,,100402
109030,101530,,100403
109031,101531,,100401
109032,101531,,100402
109033,101531,,100403
109034,101532,,100401
109035,101532,,100402
109036,101532,,100403
109037,101533,,100401
109038,101533,,100402
109039,101533,,100403
109040,101534,,100401
109041,101534,,100402
109042,101534,,100403
109043,101550,,100401
109044,101550,,100402
109045,101550,,100403
109046,101551,,100401
109047,101551,,100402
109048,101551,,100403
109049,101552,,100401
109050,101552,,100402
109051,101552,,100403
109052,101553,,100401
109053,101553,,100402
109054,101553,,100403
109055,101554,,100401
109056,101554,,100402
109057,101554,,100403
109058,101555,,100401
109059,101555,,100402
109060,101555,,100403
109061,101556,,100401
109062,101556,,100402
109063,101556,,100403
109064,101557,,100401
109065,101557,,100402
109066,101557,,100403
109067,101558,,100401
109068,101558,,100402
109069,101558,,100403
109070,101559,,100401
109071,101559,,100402
109072,101559,,100403
109073,101560,,100401
109074,101560,,100402
109075,101560,,100403
109076,101561,,100401
109077,101561,,100402
109078,101561,,100403
109079,101562,,100401
109080,101562,,100402
109081,101562,,100403
109082,101563,,100401
109083,101563,,100402
109084,101563,,100403
109085,101564,,100401
109086,101564,,100402
109087,101564,,100403
109088,101565,,100401
109089,101565,,100402
109090,101565,,100403
109091,101566,,100401
109092,101566,,100402
109093,101566,,100403
109094,101567,,100401
109095,101567,,100402
109096,101567,,100403
104189,100510,101510,
104164,100511,101511,
104133,100512,101512,
104152,100513,101513,
104129,100515,101515,
104104,100516,101516,
104172,100517,101517,
104160,100518,101518,
104193,100520,101520,
104100,100530,101530,
104201,100531,101531,
104148,100532,101532,
104197,100533,101533,
104117,100534,101534,
104125,100550,101550,
104177,100551,101551,
104121,100552,101552,
104113,100553,101553,
104144,100554,101554,
104140,100555,101555,
104185,100556,101556,
104156,100557,101557,
104204,100558,101558,
104206,100559,101559,
104208,100560,101560,
104510,100561,101561,
104512,100562,101562,
104514,100563,101563,
104516,100564,101564,
104518,100565,101565,
104520,100566,101566,
104522,100567,101567,
108101,108101,,35105
108102,108102,,35105
108103,108103,,35105
108104,108104,,35105
108105,108105,,35105
108106,108106,,35105
108107,108107,,35105
108108,108108,,35105
108109,108109,,35105
108110,108110,,35105
108111,108111,,35105
108112,108112,,35105
108113,108113,,35105
108114,108114,,35105
108115,108115,,35105
108116,108116,,35105
108117,108117,,35105
108118,108118,,35105
108119,108119,,35105
108120,108120,,35105
108121,108121,,35105
108122,108122,,35105
108123,108123,,35105
108124,108124,,35105
108125,108125,,35105
108126,108126,,35105
108127,108127,,35105
108128,108128,,35105
108129,108129,,35105
108130,108130,,35105
108131,108131,,35105
108132,108132,,35105
118101,108000,108101,
118102,108000,108102,
118103,108000,108103,
118104,108000,108104,
118105,108000,108105,
118106,108000,108106,
118107,108000,108107,
118108,108000,108108,
118109,108000,108109,
118110,108000,108110,
118111,108000,108111,
118112,108000,108112,
118113,108000,108113,
118114,108000,108114,
118115,108000,108115,
118116,108000,108116,
118117,108000,108117,
118118,108000,108118,
118119,108000,108119,
118120,108000,108120,
118121,108000,108121,
118122,108000,108122,
118123,108000,108123,
118124,108000,108124,
118125,108000,108125,
118126,108000,108126,
118127,108000,108127,
118128,108000,108128,
118129,108000,108129,
118130,108000,108130,
118131,108000,108131,
118132,108000,108132,
118133,118133,,35105
118134,118134,,35105
118135,118135,,35105
118136,118136,,35105
118137,118137,,35105
118138,118138,,35105
118139,118139,,35105
118140,118140,,35105
118141,118141,,35105
128133,108000,118133,
128134,108000,118134,
128135,108000,118135,
128136,108000,118136,
128137,108000,118137,
128138,108000,118138,
128139,108000,118139,
128140,108000,118140,
128141,108000,118141,
105455,105000,105256,
105456,105000,105257,
102309,100309,,5000
102310,100310,,5000
102311,100311,,5000
102312,100312,,5000
102313,100313,,5000
110309,102000,100309,
110310,102000,100310,
110311,102000,100311,
110312,102000,100312,
110313,102000,100313,
100579,104000,100579,
100580,104000,100580,
100581,104000,100581,
104549,100579,,100400
104548,100579,,35105
100779,100579,101580,
104551,100580,,100400
104550,100580,,35105
100780,100580,101581,
104553,100581,,100400
104552,100581,,35105
100781,100581,101582,
105457,105000,105258,
105458,105000,105259,
105459,105000,105260,
105460,105000,105261,
105461,105000,105262,
105462,105000,105263,
105463,105000,105264,
105464,105000,105265,
105465,105000,105266,
105466,105000,105267,
105368,105258,,35501
105369,105259,,35501
105370,105260,,35501
105371,105261,,35501
105372,105262,,35501
105373,105263,,35501
105374,105264,,35501
105375,105265,,35501
105376,105266,,35501
105377,105267,,35501
128142,108000,118142,
128143,108000,118143,
128144,108000,118144,
118142,118142,,35105
118143,118143,,35105
118144,118144,,35105
109127,101580,,100401
109128,101580,,100402
109129,101580,,100403
109130,101581,,100401
109131,101581,,100402
109132,101581,,100403
109133,101582,,100401
109134,101582,,100402
109135,101582,,100403
