100210,102000,100210,
100211,102000,100211,
100212,102000,100212,
100213,102000,100213,
100214,102000,100214,
100263,102000,100263,
100264,102000,100264,
100267,102000,100267,
100268,102000,100268,
100270,102000,100270,
100271,102000,100271,
100272,102000,100272,
100273,102000,100273,
100274,102000,100274,
100275,102000,100275,
100277,102000,100277,
100278,102000,100278,
100280,102000,100280,
100281,102000,100281,
100286,102000,100286,
100287,102000,100287,
100288,102000,100288,
100310,103000,,35307
100320,103000,,35450
100510,104000,100510,
100511,104000,100511,
100512,104000,100512,
100513,104000,100513,
100515,104000,100515,
100516,104000,100516,
100517,104000,100517,
100518,104000,100518,
100520,104000,100520,
100530,104000,100530,
100531,104000,100531,
100532,104000,100532,
100533,104000,100533,
100534,104000,100534,
100550,104000,100550,
100551,104000,100551,
100552,104000,100552,
100553,104000,100553,
100554,104000,100554,
100555,104000,100555,
100556,104000,100556,
100557,104000,100557,
102000,101000,102000,
102100,100210,,5000
102101,100211,,5000
102102,100212,,5000
102103,100213,,5000
102104,100214,,5000
102105,100263,,5000
102106,100264,,5000
102107,100267,,5000
102108,100268,,5000
102109,100270,,5000
102110,100271,,5000
102111,100272,,5000
102112,100273,,5000
102113,100274,,5000
102114,100275,,5000
102116,100277,,5000
102117,100278,,5000
102119,100280,,5000
102120,100281,,5000
102121,100286,,5000
102122,100287,,5000
102123,100288,,5000
103000,101000,103000,
104000,101000,104000,
104101,100530,,35105
104105,100516,,35105
104114,100553,,35105
104118,100534,,35105
104122,100552,,35105
104126,100550,,35105
104130,100515,,35105
104134,100512,,35105
104141,100555,,35105
104145,100554,,35105
104149,100532,,35105
104153,100513,,35105
104157,100557,,35105
104161,100518,,35105
104165,100511,,35105
104173,100517,,35105
104178,100551,,35105
104186,100556,,35105
104190,100510,,35105
104194,100520,,35105
104198,100533,,35105
104202,100531,,35105
105000,101000,105000,
105100,105100,,35501
105101,105101,,35501
105102,105102,,35501
105103,105103,,35501
105104,105104,,35501
105105,105105,,35501
105112,105112,,35501
105113,105113,,35501
105116,105116,,35501
105117,105117,,35501
105118,105118,,35501
105119,105119,,35501
105120,105120,,35501
105122,105122,,35501
105124,105124,,35501
105125,105125,,35501
105126,105126,,35501
105127,105127,,35501
105128,105128,,35501
105129,105129,,35501
105130,105130,,35501
105133,105133,,35501
105134,105134,,35501
105135,105135,,35501
105136,105136,,35501
105137,105137,,35501
105138,105138,,35501
105140,105140,,35501
105141,105141,,35501
105143,105143,,35501
105146,105146,,35501
105148,105148,,35501
105149,105149,,35501
105150,105150,,35501
105151,105151,,35501
105152,105152,,35501
105153,105153,,35501
105200,105000,105100,
105201,105000,105101,
105202,105000,105102,
105203,105000,105103,
105204,105000,105104,
105205,105000,105105,
105212,105000,105112,
105213,105000,105113,
105216,105000,105116,
105217,105000,105117,
105218,105000,105118,
105219,105000,105119,
105220,105000,105120,
105222,105000,105122,
105224,105000,105124,
105225,105000,105125,
105226,105000,105126,
105227,105000,105127,
105228,105000,105128,
105229,105000,105129,
105230,105000,105130,
105233,105000,105133,
105234,105000,105134,
105235,105000,105135,
105236,105000,105136,
105237,105000,105137,
105238,105000,105138,
105240,105000,105140,
105241,105000,105141,
105243,105000,105143,
105246,105000,105146,
105248,105000,105148,
105249,105000,105149,
105250,105000,105150,
105251,105000,105151,
105252,105000,105152,
105253,105000,105153,
106000,101000,106000,
106001,106000,,138040
106002,106000,,35455
106003,106000,,35308
106004,106000,,35313
106005,106000,108000,
107000,101000,107000,
107001,107000,,100001
107002,107000,,100000
107003,107000,,100002
107004,107000,,135600
107005,107000,,103010
107006,107000,,100021
107007,107000,,100120
107008,107000,,35300
105154,105154,,35501
105155,105155,,35501
105156,105156,,35501
105157,105157,,35501
105158,105158,,35501
105159,105159,,35501
105254,105000,105154,
105255,105000,105155,
105256,105000,105156,
105257,105000,105157,
105258,105000,105158,
105259,105000,105159,
100289,102000,100289,
100290,102000,100290,
100291,102000,100291,
102124,100289,,5000
102125,100290,,5000
102126,100291,,5000
100558,104000,100558,
100559,104000,100559,
100560,104000,100560,
104205,100558,,35105
104207,100559,,35105
104209,100560,,35105
105260,105000,105160,
105261,105000,105161,
105262,105000,105162,
105269,105000,105169,
105270,105000,105170,
105160,105160,,35501
105161,105161,,35501
105162,105162,,35501
105169,105169,,35501
105170,105170,,35501
100292,102000,100292,
100293,102000,100293,
100294,102000,100294,
100295,102000,100295,
100561,104000,100561,
100562,104000,100562,
100563,104000,100563,
100564,104000,100564,
102127,100292,,5000
102128,100293,,5000
102129,100294,,5000
102130,100295,,5000
104511,100561,,35105
104513,100562,,35105
104515,100563,,35105
104517,100564,,35105
105180,105180,,35501
105181,105181,,35501
105182,105182,,35501
105183,105183,,35501
105184,105184,,35501
105185,105185,,35501
105186,105186,,35501
105187,105187,,35501
105188,105188,,35501
105189,105189,,35501
105190,105190,,35501
105191,105191,,35501
105192,105192,,35501
105193,105193,,35501
105194,105194,,35501
105196,105196,,35501
105197,105197,,35501
105198,105198,,35501
105199,105199,,35501
105280,105000,105180,
105281,105000,105181,
105282,105000,105182,
105283,105000,105183,
105284,105000,105184,
105285,105000,105185,
105286,105000,105186,
105287,105000,105187,
105288,105000,105188,
105289,105000,105189,
105290,105000,105190,
105291,105000,105191,
105292,105000,105192,
105293,105000,105193,
105294,105000,105194,
105296,105000,105196,
105297,105000,105197,
105298,105000,105198,
105299,105000,105199,
100296,102000,100296,
100297,102000,100297,
100298,102000,100298,
100565,104000,100565,
100566,104000,100566,
100567,104000,100567,
102131,100296,,5000
102132,100297,,5000
102133,100298,,5000
104519,100565,,35105
104521,100566,,35105
104523,100567,,35105
105300,105200,,35501
105301,105201,,35501
105302,105202,,35501
105303,105203,,35501
105304,105204,,35501
105305,105205,,35501
105306,105206,,35501
105307,105207,,35501
105308,105208,,35501
105309,105209,,35501
105310,105000,105200,
105311,105000,105201,
105312,105000,105202,
105313,105000,105203,
105314,105000,105204,
105315,105000,105205,
105316,105000,105206,
105317,105000,105207,
105318,105000,105208,
105319,105000,105209,
105320,105000,105210,
105321,105000,105211,
105322,105000,105212,
105323,105000,105213,
105324,105000,105214,
105325,105000,105215,
105326,105000,105216,
105327,105000,105217,
105328,105000,105218,
105328,105000,105219,
105330,105210,,35501
105331,105211,,35501
105332,105212,,35501
105333,105213,,35501
105334,105214,,35501
105335,105215,,35501
105336,105216,,35501
105337,105217,,35501
105338,105218,,35501
105339,105219,,35501
102300,100300,,5000
